uuid,time_min_offset,time_max_offset,x,y,z,confidence,Begin File,Begin Time (s),End Time (s),Begin Date Time,Class,Sound type,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,Energy (dB FS),SNR NIST Quick (dB),source_selection_file
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:2777,671.870000000,671.940000000,-0.759999999999998,0.540000000000003,-0.539999999999999,0,AMAR173.4.20220819T153710Z.wav,671.870000000,671.940000000,2022/8/19  15:48:21.8700,NA,NA,0,-0.759999999999998,0.540000000000003,-0.539999999999999,-1.32,0.440000000000003,1.76,-0.379999999999998,1.06,1.44,-1,-0.0199999999999987,0.980000000000001,-27.851,12.59,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:311,715.210000000,715.410000000,-0.339999999999998,-0.159999999999997,0.760000000000002,0,AMAR173.4.20220819T153710Z.wav,715.210000000,715.410000000,2022/8/19  15:49:05.2100,NA,NA,0,-0.339999999999998,-0.159999999999997,0.760000000000002,-0.419999999999998,-0.239999999999998,0.18,-0.239999999999998,-0.0399999999999974,0.2,0.660000000000002,0.880000000000002,0.22,-5.756,20.03,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:2206,788.540000000,788.630000000,-0.659999999999998,0.540000000000003,-0.559999999999999,0,AMAR173.4.20220819T153710Z.wav,788.540000000,788.630000000,2022/8/19  15:50:18.5400,NA,NA,0,-0.659999999999998,0.540000000000003,-0.559999999999999,-1.1,0.140000000000003,1.24,-0.439999999999998,1.02,1.46,-1,-0.0199999999999987,0.980000000000001,-25.149,10.33,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:2594,925.940000000,926.190000000,-0.679999999999998,0.720000000000003,-0.539999999999999,0,AMAR173.4.20220819T153710Z.wav,925.940000000,926.190000000,2022/8/19  15:52:35.9400,NA,NA,0,-0.679999999999998,0.720000000000003,-0.539999999999999,-0.839999999999998,-0.479999999999998,0.36,0.440000000000003,0.880000000000003,0.44,-0.759999999999999,-0.319999999999999,0.44,-16.954,11.91,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:2184,1308.180000000,1308.350000000,-0.319999999999998,-0.319999999999998,-1.34,0,AMAR173.4.20220819T153710Z.wav,1308.180000000,1308.350000000,2022/8/19  15:58:58.1800,NA,NA,0,-0.319999999999998,-0.319999999999998,-1.34,-0.339999999999998,-0.299999999999998,0.04,-0.339999999999998,-0.299999999999998,0.04,-1.36,-1.3,0.0600000000000001,-5.276,19.33,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:79,1399.480000000,1399.620000000,-0.939999999999998,-0.139999999999997,-0.259999999999999,0,AMAR173.4.20220819T153710Z.wav,1399.480000000,1399.620000000,2022/8/19  16:00:29.4800,NA,NA,0,-0.939999999999998,-0.139999999999997,-0.259999999999999,-1.52,0.0800000000000027,1.6,-0.459999999999998,0.160000000000003,0.620000000000001,-0.759999999999999,0.160000000000001,0.920000000000001,-10.721,19.94,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:1008,1471.230000000,1471.270000000,0.440000000000003,0.840000000000003,-0.339999999999999,0,AMAR173.4.20220819T153710Z.wav,1471.230000000,1471.270000000,2022/8/19  16:01:41.2300,NA,NA,0,0.440000000000003,0.840000000000003,-0.339999999999999,0.340000000000003,0.560000000000003,0.22,0.740000000000003,0.940000000000003,0.2,-0.439999999999999,-0.199999999999999,0.24,-26.881,4.03,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:2618,1634.620000000,1634.840000000,-0.899999999999998,0.0800000000000027,-0.159999999999999,0,AMAR173.4.20220819T153710Z.wav,1634.620000000,1634.840000000,2022/8/19  16:04:24.6200,NA,NA,0,-0.899999999999998,0.0800000000000027,-0.159999999999999,-0.959999999999998,-0.839999999999998,0.12,0.0400000000000027,0.160000000000003,0.12,-0.239999999999999,-0.0599999999999987,0.18,-10.358,17.61,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt:1564,1774.350000000,1774.430000000,0.660000000000003,0.680000000000003,-1.5,0,AMAR173.4.20220819T153710Z.wav,1774.350000000,1774.430000000,2022/8/19  16:06:44.3500,NA,NA,0,0.660000000000003,0.680000000000003,-1.5,0.200000000000003,1.14,0.940000000000001,0.200000000000003,1.16,0.960000000000001,-1.5,-1.24,0.26,-29.730,15.77,AMAR173.4.20220819T153710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:4,1207.760000000,1207.800000000,0.840000000000003,0.860000000000003,-1.5,0,AMAR173.4.20220819T163710Z.wav,1207.760000000,1207.800000000,2022/8/19  16:57:17.7600,NA,NA,0,0.840000000000003,0.860000000000003,-1.5,0.340000000000003,1.42,1.08,0.320000000000003,1.42,1.1,-1.5,-1.12,0.38,-20.646,29.19,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:21,967.790000000,967.830000000,0.780000000000003,0.820000000000003,-1.5,0,AMAR173.4.20220819T163710Z.wav,967.790000000,967.830000000,2022/8/19  16:53:17.7900,NA,NA,0,0.780000000000003,0.820000000000003,-1.5,-0.159999999999997,1.6,1.76,-0.239999999999998,1.64,1.88,-1.5,-1.02,0.48,-19.481,18.16,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:32,1117.150000000,1117.270000000,-0.899999999999998,0.320000000000003,-1.04,0,AMAR173.4.20220819T163710Z.wav,1117.150000000,1117.270000000,2022/8/19  16:55:47.1500,NA,NA,0,-0.899999999999998,0.320000000000003,-1.04,-0.919999999999998,-0.839999999999998,0.0800000000000001,0.300000000000003,0.340000000000003,0.04,-1.08,-0.98,0.1,-10.946,12.86,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:268,189.830000000,189.900000000,-0.459999999999998,0.520000000000003,-0.419999999999999,0,AMAR173.4.20220819T163710Z.wav,189.830000000,189.900000000,2022/8/19  16:40:19.8300,NA,NA,0,-0.459999999999998,0.520000000000003,-0.419999999999999,-0.779999999999998,-0.139999999999997,0.640000000000001,0.100000000000003,0.840000000000003,0.740000000000001,-0.779999999999999,1.33226762955019e-15,0.780000000000001,-27.390,10.41,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:303,386.150000000,386.200000000,0.240000000000003,0.440000000000003,-0.539999999999999,0,AMAR173.4.20220819T163710Z.wav,386.150000000,386.200000000,2022/8/19  16:43:36.1500,NA,NA,0,0.240000000000003,0.440000000000003,-0.539999999999999,-0.519999999999998,0.760000000000003,1.28,-0.879999999999998,1,1.88,-1.02,0.140000000000001,1.16,-27.091,19.47,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:435,1118.680000000,1118.830000000,-0.879999999999998,0.100000000000003,0.300000000000002,0,AMAR173.4.20220819T163710Z.wav,1118.680000000,1118.830000000,2022/8/19  16:55:48.6800,NA,NA,0,-0.879999999999998,0.100000000000003,0.300000000000002,-1.02,-0.739999999999998,0.28,-0.0599999999999974,0.260000000000003,0.32,-0.0599999999999987,0.560000000000002,0.620000000000001,-3.176,19.56,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:831,335.480000000,335.550000000,0.420000000000003,-0.919999999999998,-1.5,0,AMAR173.4.20220819T163710Z.wav,335.480000000,335.550000000,2022/8/19  16:42:45.4800,NA,NA,0,0.420000000000003,-0.919999999999998,-1.5,-0.0199999999999974,0.780000000000003,0.800000000000001,-1.8,0.100000000000003,1.9,-1.5,-1,0.5,-26.598,12.52,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:1139,1114.560000000,1114.770000000,-0.939999999999998,0.300000000000003,-1.3,0,AMAR173.4.20220819T163710Z.wav,1114.560000000,1114.770000000,2022/8/19  16:55:44.5600,NA,NA,0,-0.939999999999998,0.300000000000003,-1.3,-0.999999999999998,-0.859999999999998,0.14,0.260000000000003,0.360000000000003,0.1,-1.4,-1.2,0.2,-1.634,17.19,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:1215,1592.120000000,1592.230000000,0.640000000000003,0.920000000000003,-1.5,0,AMAR173.4.20220819T163710Z.wav,1592.120000000,1592.230000000,2022/8/19  17:03:42.1200,NA,NA,0,0.640000000000003,0.920000000000003,-1.5,0.120000000000003,1.32,1.2,0.180000000000003,1.56,1.38,-1.5,-1.06,0.44,-13.745,10.72,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:1253,338.680000000,338.810000000,-0.319999999999998,-0.259999999999998,0.0400000000000014,0,AMAR173.4.20220819T163710Z.wav,338.680000000,338.810000000,2022/8/19  16:42:48.6800,NA,NA,0,-0.319999999999998,-0.259999999999998,0.0400000000000014,-0.319999999999998,-0.299999999999998,0.02,-0.259999999999998,-0.239999999999998,0.02,0.0400000000000014,0.0800000000000014,0.04,-20.938,11.26,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:1347,1119.300000000,1119.410000000,-0.999999999999998,0.460000000000003,-1.5,0,AMAR173.4.20220819T163710Z.wav,1119.300000000,1119.410000000,2022/8/19  16:55:49.3000,NA,NA,0,-0.999999999999998,0.460000000000003,-1.5,-1.02,-0.959999999999998,0.0600000000000001,0.440000000000003,0.480000000000003,0.04,-1.5,-1.46,0.04,-9.239,15.24,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:1952,1633.030000000,1633.080000000,0.860000000000003,0.900000000000003,-1.5,0,AMAR173.4.20220819T163710Z.wav,1633.030000000,1633.080000000,2022/8/19  17:04:23.0300,NA,NA,0,0.860000000000003,0.900000000000003,-1.5,0.240000000000003,1.5,1.26,0.260000000000003,1.54,1.28,-1.5,-1.1,0.4,-21.619,19.07,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:2057,1113.740000000,1113.850000000,-0.879999999999998,0.360000000000003,-1.24,0,AMAR173.4.20220819T163710Z.wav,1113.740000000,1113.850000000,2022/8/19  16:55:43.7400,NA,NA,0,-0.879999999999998,0.360000000000003,-1.24,-1.4,-0.119999999999997,1.28,2.66453525910038e-15,0.620000000000003,0.620000000000001,-1.48,-0.919999999999999,0.56,-11.128,14.35,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt:2120,520.810000000,520.950000000,0.300000000000003,-0.319999999999998,1.33226762955019e-15,0,AMAR173.4.20220819T163710Z.wav,520.810000000,520.950000000,2022/8/19  16:45:50.8100,NA,NA,0,0.300000000000003,-0.319999999999998,1.33226762955019e-15,0.280000000000003,0.360000000000003,0.0800000000000001,-0.339999999999998,-0.279999999999998,0.0600000000000001,-0.0399999999999987,0.0800000000000014,0.12,-20.223,12.28,AMAR173.4.20220819T163710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:153,847.440000000,847.510000000,0.700000000000003,0.740000000000003,-1.5,0,AMAR173.4.20220819T170710Z.wav,847.440000000,847.510000000,2022/8/19  17:21:17.4400,NA,NA,0,0.700000000000003,0.740000000000003,-1.5,-0.0199999999999974,1.46,1.48,-0.0599999999999974,1.48,1.54,-1.5,-1.04,0.46,-16.439,21.34,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:287,467.780000000,467.930000000,-0.559999999999998,0.680000000000003,-0.559999999999999,0,AMAR173.4.20220819T170710Z.wav,467.780000000,467.930000000,2022/8/19  17:14:57.7800,NA,NA,0,-0.559999999999998,0.680000000000003,-0.559999999999999,-0.759999999999998,-0.339999999999998,0.42,0.420000000000003,0.900000000000003,0.48,-0.839999999999999,-0.279999999999999,0.56,-15.274,11.76,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:396,128.670000000,128.780000000,-0.0599999999999974,-0.359999999999998,0.0600000000000014,0,AMAR173.4.20220819T170710Z.wav,128.670000000,128.780000000,2022/8/19  17:09:18.6700,NA,NA,0,-0.0599999999999974,-0.359999999999998,0.0600000000000014,-0.119999999999997,0.0200000000000027,0.14,-0.419999999999998,-0.299999999999998,0.12,-0.0199999999999987,0.160000000000001,0.18,-16.630,14.08,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:511,598.110000000,598.200000000,-0.519999999999998,0.540000000000003,-0.579999999999999,0,AMAR173.4.20220819T170710Z.wav,598.110000000,598.200000000,2022/8/19  17:17:08.1100,NA,NA,0,-0.519999999999998,0.540000000000003,-0.579999999999999,-0.859999999999998,-0.139999999999997,0.720000000000001,-0.0199999999999974,0.860000000000003,0.880000000000001,-0.98,-0.119999999999999,0.860000000000001,-24.547,12.44,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:1043,510.110000000,510.280000000,-0.999999999999998,0.0800000000000027,-0.439999999999999,0,AMAR173.4.20220819T170710Z.wav,510.110000000,510.280000000,2022/8/19  17:15:40.1100,NA,NA,0,-0.999999999999998,0.0800000000000027,-0.439999999999999,-1.1,-0.819999999999998,0.28,2.66453525910038e-15,0.180000000000003,0.18,-0.559999999999999,-0.299999999999999,0.26,-7.511,14.34,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:1140,1768.290000000,1768.420000000,-0.599999999999998,-0.619999999999998,0.580000000000002,0,AMAR173.4.20220819T170710Z.wav,1768.290000000,1768.420000000,2022/8/19  17:36:38.2900,NA,NA,0,-0.599999999999998,-0.619999999999998,0.580000000000002,-0.759999999999998,-0.359999999999998,0.4,-0.779999999999998,-0.379999999999998,0.4,-0.0199999999999987,0.940000000000002,0.960000000000001,-6.784,18.70,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:1182,391.060000000,391.100000000,0.660000000000003,-0.0799999999999974,-1.5,0,AMAR173.4.20220819T170710Z.wav,391.060000000,391.100000000,2022/8/19  17:13:41.0600,NA,NA,0,0.660000000000003,-0.0799999999999974,-1.5,0.420000000000003,1,0.580000000000001,-0.299999999999998,0.280000000000003,0.580000000000001,-1.5,-1.22,0.28,-26.071,13.48,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:1658,1576.400000000,1576.500000000,0.600000000000003,0.800000000000003,-1.5,0,AMAR173.4.20220819T170710Z.wav,1576.400000000,1576.500000000,2022/8/19  17:33:26.4000,NA,NA,0,0.600000000000003,0.800000000000003,-1.5,-0.179999999999997,1.5,1.68,-0.319999999999998,1.56,1.88,-1.5,-0.859999999999999,0.640000000000001,-8.172,11.45,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:2095,259.620000000,259.750000000,-0.939999999999998,0.780000000000003,-1.12,0,AMAR173.4.20220819T170710Z.wav,259.620000000,259.750000000,2022/8/19  17:11:29.6200,NA,NA,0,-0.939999999999998,0.780000000000003,-1.12,-0.939999999999998,-0.879999999999998,0.0600000000000001,0.760000000000003,0.800000000000003,0.04,-1.14,-1.08,0.0600000000000001,-7.305,18.87,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:2249,221.090000000,221.200000000,0.780000000000003,0.800000000000003,-1.5,0,AMAR173.4.20220819T170710Z.wav,221.090000000,221.200000000,2022/8/19  17:10:51.0900,NA,NA,0,0.780000000000003,0.800000000000003,-1.5,0.0400000000000027,1.52,1.48,2.66453525910038e-15,1.52,1.52,-1.5,-1,0.5,-22.428,17.62,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:2395,1556.030000000,1556.090000000,0.700000000000003,0.740000000000003,-1.5,0,AMAR173.4.20220819T170710Z.wav,1556.030000000,1556.090000000,2022/8/19  17:33:06.0300,NA,NA,0,0.700000000000003,0.740000000000003,-1.5,-0.0199999999999974,1.42,1.44,-0.0199999999999974,1.46,1.48,-1.5,-1.04,0.46,-16.419,10.76,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt:2400,264.660000000,264.710000000,0.920000000000003,0.960000000000004,-1.5,0,AMAR173.4.20220819T170710Z.wav,264.660000000,264.710000000,2022/8/19  17:11:34.6600,NA,NA,0,0.920000000000003,0.960000000000004,-1.5,0.160000000000003,1.64,1.48,0.160000000000003,1.68,1.52,-1.5,-1.04,0.46,-16.261,25.80,AMAR173.4.20220819T170710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:98,196.810000000,196.850000000,-0.139999999999997,0.0400000000000027,0.100000000000001,0,AMAR173.4.20220819T173710Z.wav,196.810000000,196.850000000,2022/8/19  17:40:26.8100,NA,NA,0,-0.139999999999997,0.0400000000000027,0.100000000000001,-0.319999999999998,0.100000000000003,0.42,-0.179999999999997,0.260000000000003,0.44,-0.159999999999999,0.340000000000002,0.5,-27.189,7.35,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:109,1237.330000000,1237.380000000,0.720000000000003,0.640000000000003,-1.5,0,AMAR173.4.20220819T173710Z.wav,1237.330000000,1237.380000000,2022/8/19  17:57:47.3300,NA,NA,0,0.720000000000003,0.640000000000003,-1.5,-0.259999999999998,1.52,1.78,-0.279999999999998,1.44,1.72,-1.5,-1.08,0.42,-17.453,19.41,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:243,1116.830000000,1116.900000000,-0.0999999999999974,0.260000000000003,-0.679999999999999,0,AMAR173.4.20220819T173710Z.wav,1116.830000000,1116.900000000,2022/8/19  17:55:46.8300,NA,NA,0,-0.0999999999999974,0.260000000000003,-0.679999999999999,-0.539999999999998,0.340000000000003,0.880000000000001,-0.259999999999998,0.680000000000003,0.940000000000001,-1.1,-0.139999999999999,0.960000000000001,-9.177,14.72,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:390,1125.560000000,1125.620000000,0.540000000000003,0.600000000000003,-1.1,0,AMAR173.4.20220819T173710Z.wav,1125.560000000,1125.620000000,2022/8/19  17:55:55.5600,NA,NA,0,0.540000000000003,0.600000000000003,-1.1,0.360000000000003,0.720000000000003,0.36,0.420000000000003,0.780000000000003,0.36,-1.26,-0.899999999999999,0.36,-19.061,13.21,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:865,819.900000000,820.010000000,-0.819999999999998,0.940000000000003,-1.5,0,AMAR173.4.20220819T173710Z.wav,819.900000000,820.010000000,2022/8/19  17:50:49.9000,NA,NA,0,-0.819999999999998,0.940000000000003,-1.5,-0.939999999999998,-0.679999999999998,0.26,0.820000000000003,1.2,0.38,-1.5,-1.36,0.14,-12.029,18.81,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:912,1633.750000000,1633.890000000,-0.979999999999998,0.120000000000003,0.960000000000002,0,AMAR173.4.20220819T173710Z.wav,1633.750000000,1633.890000000,2022/8/19  18:04:23.7500,NA,NA,0,-0.979999999999998,0.120000000000003,0.960000000000002,-1.08,-0.839999999999998,0.24,0.0200000000000027,0.240000000000003,0.22,0.720000000000002,1.16,0.44,-3.583,20.73,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:1009,1120.810000000,1120.920000000,-0.159999999999997,0.0800000000000027,-0.699999999999999,0,AMAR173.4.20220819T173710Z.wav,1120.810000000,1120.920000000,2022/8/19  17:55:50.8100,NA,NA,0,-0.159999999999997,0.0800000000000027,-0.699999999999999,-0.879999999999998,0.540000000000003,1.42,-0.699999999999998,0.720000000000003,1.42,-1.26,1.33226762955019e-15,1.26,-12.755,16.32,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:1335,1136.380000000,1136.420000000,0.340000000000003,0.800000000000003,-0.839999999999999,0,AMAR173.4.20220819T173710Z.wav,1136.380000000,1136.420000000,2022/8/19  17:56:06.3800,NA,NA,0,0.340000000000003,0.800000000000003,-0.839999999999999,0.100000000000003,0.560000000000003,0.46,0.520000000000003,1.02,0.5,-1.06,-0.579999999999999,0.48,-18.821,10.53,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt:1420,818.470000000,819.040000000,-0.899999999999998,0.520000000000003,-1.04,0,AMAR173.4.20220819T173710Z.wav,818.470000000,819.040000000,2022/8/19  17:50:48.4700,NA,NA,0,-0.899999999999998,0.520000000000003,-1.04,-1.02,-0.719999999999998,0.3,0.340000000000003,0.640000000000003,0.3,-1.24,-0.759999999999999,0.48,-3.796,16.24,AMAR173.4.20220819T173710Z.wav.chan0.Table.1.selections.FS.txt
