Selection,View,Channel,Begin Time (s),End Time (s),Delta Time (s),Low Freq (Hz),High Freq (Hz),Begin Path,File Offset (s),Begin File,Agg Entropy (bits),Avg Amp (U),Avg Entropy (bits),Avg Power Density (dB FS/Hz),BW 50% (Hz),BW 90% (Hz),Begin Clock Time,Begin Date,Begin Date Time,Beg File Samp (samples),Begin Hour,Begin Sample (samples),Center Freq (Hz),Center Time (s),Center Time Rel.,Delta Freq (Hz),Delta Power (dB/Hz),Dur 50% (s),Dur 90% (s),End Clock Time,End Date,End File,End File Samp (samples),End Path,End Sample (samples),Energy (dB FS),F-RMS Amp (U),Freq 25% (Hz),Freq 5% (Hz),Freq 75% (Hz),Freq 95% (Hz),Freq Contour  5% (Hz),Freq Contour 25% (Hz),Freq Contour 50% (Hz),Freq Contour 75% (Hz),Freq Contour 95% (Hz),Inband Power (dB FS),Length (frames),Leq (dB FS),Max Amp (U),Max Bearing (deg),Max Entropy (bits),Max Freq (Hz),Max Time (s),Min Amp (U),Min Entropy (bits),Min Time (s),Peak Amp (U),Peak Corr (U),Peak Freq (Hz),Peak Freq Contour (Hz),PFC Avg Slope (Hz/ms),PFC Max Freq (Hz),PFC Max Slope (Hz/ms),PFC Min Freq (Hz),PFC Min Slope (Hz/ms),PFC Num Inf Pts,PFC Slope (Hz/ms),Peak Lag (s),Peak Power Density (dB FS/Hz),Peak Time (s),Peak Time Relative,RMS Amp (U),SEL (dB FS),SNR NIST Quick (dB),Sample Length (samples),Time 25% (s),Time 25% Rel.,Time 5% (s),Time 5% Rel.,Time 75% (s),Time 75% Rel.,Time 95% (s),Time 95% Rel.,Class,Sound type,Software,Confidence,x_m,y_m,z_m,x_err_low_m,x_err_high_m,x_err_span_m,y_err_low_m,y_err_high_m,y_err_span_m,z_err_low_m,z_err_high_m,z_err_span_m,tdoa_sec,tdoa_errors_std_sec,best_freq_band_hz,corr_val,selec.file,s,t,n,source_selection_file,a,Edits
2283,Spectrogram 1,1,424.26,424.46,0.2,117.188,1312.5,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T010710Z.wav,424.26,AMAR173.4.20220813T010710Z.wav,4.973,,4.734,-77.28,93.75,851.562,1:14:14.2600,2022/8/13,2022/8/13  1:14:14.2600,13576320.0,1.0,13576320.0,148.438,424.384,0.6,1195.312,,0.064,0.16,1:14:14.4600,2022/8/13,AMAR173.4.20220813T010710Z.wav,13582720.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T010710Z.wav,13582719.0,-17.52,,140.625,117.188,234.375,968.75,132.812;148.438;117.188;117.188;125.000;125.000,140.625;187.500;148.438;132.812;140.625;132.812,148.438;367.188;218.750;148.438;148.438;171.875,226.562;843.750;789.062;156.250;187.500;218.750,945.312;1117.188;1078.125;562.500;945.312;523.438,-55.4,6.0,,,,6.202,148.438,424.384,,3.656,,,,148.438,148.438;148.438;148.438;148.438;148.438;132.812,-0.098,148.438,0.0,132.812,-0.488,0.0,0.000;0.000;0.000;0.000;-0.488,,-59.49,424.384,0.6,,,14.03,6400.0,424.352,0.4,424.288,0.0,424.416,0.8,424.448,1.0,,,BlobDetector,0.0,-0.579999999999998,-0.239999999999998,0.200000000000002,-0.639999999999998,-0.519999999999998,0.12,-0.299999999999998,-0.159999999999997,0.14,0.100000000000001,0.300000000000002,0.2,[2.83e-04 2.60e-05 8.88e-04 5.59e-04 9.06e-04],7.82441323306225e-05,"[714.84375, 1013.671875]",[0.65358565 0.68859568 0.7886308  0.72313525 0.80617068],AMAR173.4.20220813T010710Z.wav.chan0.Table.1.selections.txt,,,end,AMAR173.4.20220813T010710Z.wav.chan0.Table.1.selections.FS.txt,,
351,Spectrogram 1,1,1520.17,1520.33,0.16,218.75,2007.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1520.17,AMAR173.4.20220813T020710Z.wav,7.021,,6.729,-74.12,554.688,1343.75,2:32:30.1700,2022/8/13,2022/8/13  2:32:30.1700,48645440.0,2.0,48645440.0,539.062,1520.256,0.5,1789.062,,0.032,0.064,2:32:30.3300,2022/8/13,AMAR173.4.20220813T020710Z.wav,48650560.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,48650560.0,-13.412,,460.938,304.688,1015.625,1648.438,250.000;242.188;398.438;273.438;242.188,296.875;414.062;476.562;460.938;320.312,539.062;554.688;546.875;531.250;414.062,1023.438;1054.688;1078.125;875.000;687.500,1968.750;1929.688;1625.000;1640.625;1835.938,-50.51,5.0,,,,6.974,476.562,1520.256,,6.514,,,,476.562,281.250;500.000;476.562;468.750;382.812,0.793,500.0,6.836,281.25,-2.686,1.0,6.836;-0.732;-0.244;-2.686,,-60.14,1520.256,0.5,,,17.32,5121.0,1520.256,0.5,1520.224,0.25,1520.288,0.75,1520.288,0.75,,,BlobDetector,0.0,0.500000000000003,0.900000000000003,-0.419999999999999,0.280000000000003,0.720000000000003,0.44,0.700000000000003,1.08,0.38,-0.619999999999999,-0.159999999999999,0.46,[ 6.71e-04  6.15e-04  4.64e-04  2.33e-04 -1.10e-05],0.0001293655016211,"[1113.28125, 1560.546875]",[0.87489539 0.74421125 0.93472007 0.81848624 0.70848295],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
461,Spectrogram 1,1,285.71,285.75,0.04,343.75,375.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,285.71,AMAR173.4.20220813T020710Z.wav,1.632,,1.632,-79.83,15.625,23.438,2:11:55.7100,2022/8/13,2022/8/13  2:11:55.7100,9142720.0,2.0,9142720.0,343.75,285.728,,31.25,,0.0,0.0,2:11:55.7500,2022/8/13,AMAR173.4.20220813T020710Z.wav,9144000.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,9144000.0,-42.733,,343.75,343.75,359.375,367.188,,,,,,-72.84,1.0,,,,1.632,343.75,285.728,,1.632,,,,343.75,,,0.0,0.0,1.7976931348623157e+308,1.7976931348623157e+308,0.0,,,-75.21,285.728,,,,13.03,1281.0,285.728,,285.728,,285.728,,285.728,,,,BlobDetector,0.0,-0.0999999999999974,0.900000000000003,0.480000000000002,-0.379999999999998,0.280000000000003,0.660000000000001,-0.139999999999997,1.38,1.52,-0.899999999999999,1.06,1.96,[1.244e-03 5.480e-04 1.026e-03 1.340e-04 3.000e-05],0.0002311330351637,"[343.75, 375.0]",[0.91256729 0.95344672 0.90072365 0.98130886 0.98093431],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
510,Spectrogram 1,1,1493.73,1494.03,0.3,0.0,2007.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1493.73,AMAR173.4.20220813T020710Z.wav,5.3,,5.08,-60.49,132.812,320.312,2:32:03.7300,2022/8/13,2022/8/13  2:32:03.7300,47799360.0,2.0,47799360.0,179.688,1493.92,0.625,2007.812,,0.096,0.16,2:32:04.0300,2022/8/13,AMAR173.4.20220813T020710Z.wav,47808960.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,47808960.0,3.267,,125.0,85.938,257.812,406.25,70.312;85.938;93.750;93.750;93.750;85.938;85.938;78.125;70.312,117.188;132.812;140.625;148.438;109.375;109.375;164.062;148.438;85.938,164.062;210.938;226.562;226.562;195.312;187.500;179.688;171.875;171.875,273.438;359.375;320.312;312.500;289.062;281.250;257.812;179.688;179.688,1171.875;1468.750;656.250;453.125;406.250;406.250;367.188;265.625;273.438,-36.38,9.0,,,,6.418,171.875,1493.984,,3.955,,,,171.875,125.000;132.812;234.375;234.375;195.312;187.500;179.688;171.875;171.875,0.183,234.375,3.174,125.0,-1.221,1.0,0.244;3.174;0.000;-1.221;-0.244;-0.244;-0.244;0.000,,-40.25,1493.984,0.875,,,22.8,9601.0,1493.888,0.5,1493.856,0.375,1493.984,0.875,1494.016,1.0,,,BlobDetector,0.0,-0.599999999999998,-0.499999999999998,-1.24,-0.599999999999998,-0.559999999999998,0.04,-0.499999999999998,-0.479999999999998,0.02,-1.26,-1.22,0.04,[-5.30e-04  1.42e-04  6.60e-05 -2.10e-05  8.41e-04],1.16734710143095e-05,"[0.0, 2007.8125]",[0.95897662 0.92265296 0.98481529 0.9689166  0.94873341],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,g,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
1700,Spectrogram 1,1,181.72,181.83,0.11,0.0,531.25,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,181.72,AMAR173.4.20220813T020710Z.wav,4.914,,4.397,-54.13,78.125,226.562,2:10:11.7200,2022/8/13,2022/8/13  2:10:11.7200,5815040.0,2.0,5815040.0,210.938,181.792,0.6667,531.25,,0.0,0.096,2:10:11.8300,2022/8/13,AMAR173.4.20220813T020710Z.wav,5818560.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,5818560.0,0.386,,203.125,117.188,281.25,343.75,117.188;109.375;117.188,203.125;187.500;203.125,210.938;210.938;210.938,242.188;289.062;289.062,320.312;351.562;343.750,-35.74,4.0,,,,5.096,210.938,181.792,,3.8,,,,210.938,210.938;210.938;210.938,0.0,210.938,0.0,210.938,0.0,0.0,0.000;0.000,,-41.88,181.792,0.6667,,,22.65,3521.0,181.792,0.6667,181.728,0.0,181.792,0.6667,181.824,1.0,,,BlobDetector,0.0,0.440000000000003,-0.639999999999998,-1.12,0.440000000000003,0.460000000000003,0.02,-0.639999999999998,-0.619999999999998,0.02,-1.14,-1.1,0.04,[-1.00e-06  4.35e-04 -4.94e-04  4.34e-04  6.45e-04],1.1852415989565e-05,"[265.625, 531.25]",[0.99189626 0.97545933 0.97799353 0.96754282 0.94248839],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
1703,Spectrogram 1,1,1494.92,1495.33,0.41,0.0,1289.062,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1494.92,AMAR173.4.20220813T020710Z.wav,5.467,,4.205,-64.48,187.5,406.25,2:32:04.9200,2022/8/13,2022/8/13  2:32:04.9200,47837440.0,2.0,47837440.0,187.5,1495.136,0.5,1289.062,,0.16,0.32,2:32:05.3300,2022/8/13,AMAR173.4.20220813T020710Z.wav,47850560.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,47850560.0,-1.035,,125.0,109.375,312.5,515.625,117.188;117.188;117.188;117.188;117.188;117.188;117.188;109.375;117.188;109.375;93.750;70.312;85.938,125.000;140.625;171.875;125.000;125.000;125.000;156.250;125.000;125.000;125.000;125.000;140.625;117.188,132.812;250.000;257.812;132.812;125.000;132.812;250.000;179.688;132.812;125.000;132.812;187.500;125.000,281.250;382.812;390.625;242.188;132.812;171.875;367.188;320.312;359.375;132.812;195.312;234.375;132.812,500.000;531.250;531.250;484.375;140.625;453.125;515.625;531.250;945.312;578.125;312.500;328.125;234.375,-42.28,13.0,,,,5.879,125.0,1495.168,,2.094,,,,125.0,125.000;125.000;125.000;132.812;125.000;125.000;132.812;125.000;125.000;125.000;125.000;171.875;125.000,0.0,171.875,1.465,125.0,-1.465,5.0,0.000;0.000;0.244;-0.244;0.000;0.244;-0.244;0.000;0.000;0.000;1.465;-1.465,,-47.82,1495.168,0.5833,,,26.46,13121.0,1495.008,0.1667,1494.976,0.0833,1495.168,0.5833,1495.296,0.9167,,,BlobDetector,0.0,-0.939999999999998,-0.859999999999998,-1.2,-0.959999999999998,-0.919999999999998,0.04,-0.859999999999998,-0.799999999999998,0.0600000000000001,-1.22,-1.18,0.04,[-8.69e-04 -9.00e-05  5.50e-05  0.00e+00  8.73e-04],1.18371147557414e-05,"[322.265625, 644.53125]",[0.87520262 0.95773028 0.97740047 0.93182162 0.87472504],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,d,bs_triple knock,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
1962,Spectrogram 1,1,657.47,657.51,0.04,0.0,85.938,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,657.47,AMAR173.4.20220813T020710Z.wav,2.692,,2.593,-69.8,78.125,85.938,2:18:07.4700,2022/8/13,2022/8/13  2:18:07.4700,21039040.0,2.0,21039040.0,54.688,657.504,1.0,85.938,,0.032,0.032,2:18:07.5100,2022/8/13,AMAR173.4.20220813T020710Z.wav,21040320.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,21040320.0,-25.894,,7.812,0.0,85.938,85.938,0.000,7.812,54.688,85.938,85.938,-59.01,2.0,,,,2.727,85.938,657.504,,2.459,,,,85.938,85.938,,85.938,0.0,85.938,1.7976931348623157e+308,0.0,,,-62.77,657.504,1.0,,,15.63,1281.0,657.472,0.0,657.472,0.0,657.504,1.0,657.504,1.0,,,BlobDetector,0.0,0.920000000000003,0.960000000000004,-1.5,0.620000000000003,1.3,0.680000000000001,0.660000000000003,1.36,0.700000000000001,-1.5,-1.22,0.28,[3.72e-04 5.05e-04 5.00e-06 0.00e+00 0.00e+00],0.000157585887975,"[0.0, 85.9375]",[0.8099341  0.85913295 0.89281973 0.78483984 0.88538571],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2050,Spectrogram 1,1,182.99,183.11,0.12,0.0,625.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,182.99,AMAR173.4.20220813T020710Z.wav,5.455,,5.004,-53.28,125.0,281.25,2:10:12.9900,2022/8/13,2022/8/13  2:10:12.9900,5855680.0,2.0,5855680.0,257.812,183.072,0.6667,625.0,,0.0,0.064,2:10:13.1100,2022/8/13,AMAR173.4.20220813T020710Z.wav,5859520.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,5859520.0,1.932,,203.125,125.0,328.125,406.25,109.375;125.000;117.188,210.938;203.125;203.125,242.188;265.625;265.625,312.500;328.125;328.125,390.625;406.250;406.250,-34.19,4.0,,,,5.455,210.938,183.072,,4.203,,,,210.938,210.938;210.938;203.125,-0.122,210.938,0.0,203.125,-0.244,0.0,0.000;-0.244,,-42.99,183.072,0.6667,,,24.48,3841.0,183.072,0.6667,183.04,0.3333,183.072,0.6667,183.104,1.0,,,BlobDetector,0.0,0.380000000000003,-0.739999999999998,-0.96,0.360000000000003,0.400000000000003,0.04,-0.759999999999998,-0.699999999999998,0.0600000000000001,-0.98,-0.839999999999999,0.14,[ 1.60e-05  3.91e-04 -5.00e-04  4.80e-04  7.30e-04],2.41971756566249e-05,"[208.33333333333334, 416.6666666666667]",[0.98608351 0.93662966 0.97863196 0.90605129 0.88064279],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2112,Spectrogram 1,1,1494.11,1494.54,0.43,0.0,1343.75,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1494.11,AMAR173.4.20220813T020710Z.wav,5.587,,4.933,-62.08,148.438,390.625,2:32:04.1100,2022/8/13,2022/8/13  2:32:04.1100,47811520.0,2.0,47811520.0,187.5,1494.336,0.5385,1343.75,,0.192,0.32,2:32:04.5400,2022/8/13,AMAR173.4.20220813T020710Z.wav,47825280.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,47825280.0,1.87,,125.0,78.125,273.438,468.75,62.500;78.125;101.562;85.938;78.125;70.312;93.750;85.938;70.312;78.125;70.312;70.312;70.312;70.312,117.188;125.000;164.062;164.062;93.750;85.938;179.688;148.438;85.938;117.188;85.938;78.125;78.125;117.188,125.000;132.812;304.688;250.000;179.688;132.812;250.000;187.500;164.062;179.688;164.062;148.438;132.812;125.000,140.625;140.625;429.688;382.812;218.750;203.125;390.625;289.062;195.312;218.750;179.688;179.688;226.562;195.312,851.562;625.000;539.062;507.812;359.375;570.312;507.812;453.125;320.312;312.500;273.438;304.688;320.312;320.312,-39.69,14.0,,,,5.877,187.5,1494.336,,4.104,,,,187.5,132.812;132.812;132.812;195.312;85.938;78.125;125.000;187.500;85.938;179.688;179.688;78.125;78.125;125.000,-0.019,195.312,2.93,78.125,-3.418,6.0,0.000;0.000;1.953;-3.418;-0.244;1.465;1.953;-3.174;2.930;0.000;-3.174;0.000;1.465,,-45.48,1494.336,0.5385,,,28.04,13761.0,1494.208,0.2308,1494.176,0.1538,1494.4,0.6923,1494.496,0.9231,,,BlobDetector,0.0,-0.819999999999998,-0.679999999999998,-1.18,-0.819999999999998,-0.799999999999998,0.02,-0.679999999999998,-0.659999999999998,0.02,-1.18,-1.16,0.02,[-7.44e-04  0.00e+00  8.40e-05 -4.00e-06  8.66e-04],8.91946742474517e-06,"[335.9375, 671.875]",[0.92352455 0.96420316 0.97051796 0.96142866 0.94852952],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,g,bs_double drum and grunt,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2324,Spectrogram 1,1,181.47,181.58,0.11,0.0,539.062,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,181.47,AMAR173.4.20220813T020710Z.wav,5.363,,4.591,-56.17,117.188,289.062,2:10:11.4700,2022/8/13,2022/8/13  2:10:11.4700,5807040.0,2.0,5807040.0,242.188,181.536,0.6667,539.062,,0.032,0.096,2:10:11.5800,2022/8/13,AMAR173.4.20220813T020710Z.wav,5810560.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,5810560.0,-1.597,,187.5,101.562,304.688,390.625,101.562;101.562;101.562,203.125;179.688;179.688,210.938;250.000;250.000,234.375;304.688;304.688,398.438;390.625;382.812,-37.72,4.0,,,,5.384,210.938,181.504,,3.801,,,,210.938,210.938;312.500;320.312,1.709,320.312,3.174,210.938,0.244,0.0,3.174;0.244,,-46.98,181.504,0.3333,,,21.4,3521.0,181.536,0.6667,181.472,0.0,181.568,1.0,181.568,1.0,,,BlobDetector,0.0,0.480000000000003,-0.519999999999998,-1.06,0.480000000000003,0.520000000000003,0.04,-0.519999999999998,-0.499999999999998,0.02,-1.08,-1.04,0.04,[ 0.000105  0.000495 -0.000451  0.000434  0.000651],1.3132329158323e-05,"[0.0, 539.0625]",[0.86912451 0.93329004 0.93744512 0.92379128 0.67990117],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2406,Spectrogram 1,1,1114.91,1115.12,0.21,414.062,2007.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1114.91,AMAR173.4.20220813T020710Z.wav,6.708,,6.682,-72.6,531.25,1140.625,2:25:44.9100,2022/8/13,2022/8/13  2:25:44.9100,35677120.0,2.0,35677120.0,1804.688,1115.04,0.6667,1593.75,,0.0,0.064,2:25:45.1200,2022/8/13,AMAR173.4.20220813T020710Z.wav,35683840.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,35683839.0,-10.927,,1375.0,859.375,1906.25,2000.0,500.000;421.875;546.875;718.750;945.312;937.500;679.688,726.562;625.000;742.188;1148.438;1515.625;1421.875;1390.625,1179.688;984.375;1039.062;1765.625;1820.312;1726.562;1710.938,1632.812;1601.562;1484.375;1898.438;1921.875;1898.438;1875.000,1929.688;1882.812;1890.625;2000.000;2000.000;1976.562;2000.000,-49.48,7.0,,,,7.041,1953.125,1115.04,,6.365,,,,1953.125,1171.875;625.000;1171.875;2007.812;1953.125;1960.938;1875.000,3.662,2007.812,26.123,625.0,-17.09,4.0,-17.090;17.090;26.123;-1.709;0.244;-2.686,,-56.57,1115.04,0.6667,,,20.31,6720.0,1115.04,0.6667,1115.008,0.5,1115.04,0.6667,1115.072,0.8333,,,BlobDetector,0.0,-0.119999999999997,0.500000000000003,-1.5,-0.679999999999998,0.700000000000003,1.38,-0.299999999999998,1.12,1.42,-1.5,-1.18,0.32,[ 0.000166  0.000626 -0.000391 -0.000696  0.000635],0.0003390698315025,"[812.5, 1210.9375]",[0.62862034 0.55778182 0.58629492 0.74500614 0.53818101],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2473,Spectrogram 1,1,182.0,182.12,0.12,0.0,695.312,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,182.0,AMAR173.4.20220813T020710Z.wav,5.224,,4.563,-53.1,93.75,265.625,2:10:12.0000,2022/8/13,2022/8/13  2:10:12.0000,5824000.0,2.0,5824000.0,242.188,182.08,0.6667,695.312,,0.0,0.096,2:10:12.1200,2022/8/13,AMAR173.4.20220813T020710Z.wav,5827840.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,5827840.0,2.562,,210.938,125.0,304.688,390.625,125.000;125.000;125.000,203.125;203.125;210.938,226.562;242.188;234.375,242.188;312.500;289.062,359.375;390.625;382.812,-33.56,4.0,,,,5.383,210.938,182.08,,3.36,,,,210.938,210.938;210.938;210.938,0.0,210.938,0.0,210.938,0.0,0.0,0.000;0.000,,-41.02,182.08,0.6667,,,25.77,3841.0,182.08,0.6667,182.016,0.0,182.08,0.6667,182.112,1.0,,,BlobDetector,0.0,0.420000000000003,-0.619999999999998,-1.14,0.420000000000003,0.440000000000003,0.02,-0.619999999999998,-0.579999999999998,0.04,-1.16,-1.12,0.04,[ 0.        0.000431 -0.000488  0.000414  0.000656],1.18465407495946e-05,"[231.77083333333334, 463.5416666666667]",[0.99658269 0.97262703 0.95614841 0.97176132 0.96750301],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,f,d,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2478,Spectrogram 1,1,1112.88,1112.99,0.11,390.625,1234.375,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,1112.88,AMAR173.4.20220813T020710Z.wav,6.319,,6.009,-82.4,406.25,703.125,2:25:42.8800,2022/8/13,2022/8/13  2:25:42.8800,35612160.0,2.0,35612160.0,875.0,1112.96,1.0,843.75,,0.032,0.064,2:25:42.9900,2022/8/13,AMAR173.4.20220813T020710Z.wav,35615680.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,35615680.0,-27.153,,617.188,453.125,1023.438,1156.25,421.875;460.938,703.125;601.562,976.562;851.562,1070.312;1015.625,1164.062;1148.438,-62.03,3.0,,,,6.197,984.375,1112.896,,5.854,,,,984.375,984.375;539.062,-13.916,984.375,0.0,539.062,-13.916,0.0,-13.916,,-73.45,1112.896,0.0,,,11.49,3521.0,1112.928,0.5,1112.896,0.0,1112.96,1.0,1112.96,1.0,,,BlobDetector,0.0,-0.539999999999998,0.800000000000003,-0.419999999999999,-0.719999999999998,-0.339999999999998,0.38,0.520000000000003,1.02,0.5,-0.639999999999999,-0.159999999999999,0.48,[ 0.000624  0.000639  0.000798 -0.000559  0.000672],0.0001648377649521,"[601.5625, 812.5]",[0.69776153 0.71022957 0.69024144 0.61163902 0.64520251],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
2488,Spectrogram 1,1,740.03,740.07,0.04,62.5,132.812,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,740.03,AMAR173.4.20220813T020710Z.wav,2.898,,2.841,-71.09,23.438,62.5,2:19:30.0300,2022/8/13,2022/8/13  2:19:30.0300,23680960.0,2.0,23680960.0,85.938,740.064,1.0,70.312,,0.032,0.032,2:19:30.0700,2022/8/13,AMAR173.4.20220813T020710Z.wav,23682240.0,D:\Bamfield_2022_Large_Array\TI20220812_Taylor_Islet\AMAR\AMAR173.4.32000.M36-V35-100\AMAR173.4.20220813T020710Z.wav,23682240.0,-27.979,,78.125,70.312,101.562,132.812,70.312,78.125,85.938,101.562,132.812,-61.09,2.0,,,,2.929,78.125,740.064,,2.753,,,,78.125,78.125,,78.125,0.0,78.125,1.7976931348623157e+308,0.0,,,-66.21,740.064,1.0,,,10.21,1281.0,740.032,0.0,740.032,0.0,740.064,1.0,740.064,1.0,,,BlobDetector,0.0,-0.499999999999998,-0.299999999999998,-1.5,-0.639999999999998,-0.339999999999998,0.3,-0.439999999999998,-0.159999999999997,0.28,-1.5,-1.36,0.14,[-4.27e-04  2.13e-04 -2.30e-05 -1.54e-04  5.61e-04],0.0001148584380365,"[62.5, 132.8125]",[0.92534504 0.94104211 0.72008002 0.97873392 0.83607286],AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.txt,,,,AMAR173.4.20220813T020710Z.wav.chan0.Table.1.selections.FS.txt,,
